상속자들	2013-11-21	19.4
상속자들	2013-11-27	18.2
상속자들	2013-11-28	20.2
상속자들	2013-12-4	21.4
상속자들	2013-12-5	21.8
상속자들	2013-12-11	22.5
상속자들	2013-12-12	23.5
별에서 온 그대	2013-12-18	15.5
별에서 온 그대	2013-12-19	15.9
별에서 온 그대	2013-12-25	17.2
별에서 온 그대	2013-12-26	18.4
별에서 온 그대	2014-1-1	21.0
별에서 온 그대	2014-1-2	22.8
별에서 온 그대	2014-1-8	22.1
별에서 온 그대	2014-1-9	22.9
별에서 온 그대	2014-1-15	21.8
별에서 온 그대	2014-1-16	22.7
별에서 온 그대	2014-1-22	23.3
별에서 온 그대	2014-1-23	24.6
별에서 온 그대	2014-1-29	24.3
별에서 온 그대	2014-2-5	25.1
별에서 온 그대	2014-2-6	24.5
별에서 온 그대	2014-2-12	23.3
별에서 온 그대	2014-2-13	25.6
별에서 온 그대	2014-2-19	25.9
별에서 온 그대	2014-2-20	26.0
별에서 온 그대	2014-2-26	24.5
별에서 온 그대	2014-2-27	28.1
쓰리 데이즈	2014-3-5	12.8
쓰리 데이즈	2014-3-6	12.3
쓰리 데이즈	2014-3-12	12.5
쓰리 데이즈	2014-3-13	14.5
쓰리 데이즈	2014-3-19	13.0
쓰리 데이즈	2014-3-20	12.8
쓰리 데이즈	2014-3-26	12.4
쓰리 데이즈	2014-3-27	12.1
쓰리 데이즈	2014-4-2	11.3
쓰리 데이즈	2014-4-3	12.2
쓰리 데이즈	2014-4-9	12.0
쓰리 데이즈	2014-4-10	12.2
쓰리 데이즈	2014-4-23	10.5
쓰리 데이즈	2014-4-24	11.5
쓰리 데이즈	2014-4-30	10.9
쓰리 데이즈	2014-5-1	13.2
너희들은 포위됐다	2014-5-7	11.0
너희들은 포위됐다	2014-5-8	13.2
너희들은 포위됐다	2014-5-14	11.5
너희들은 포위됐다	2014-5-15	14.0
너희들은 포위됐다	2014-5-21	12.0
너희들은 포위됐다	2014-5-22	12.3
너희들은 포위됐다	2014-5-28	12.4
너희들은 포위됐다	2014-5-29	12.5
너희들은 포위됐다	2014-6-5	12.4
너희들은 포위됐다	2014-6-11	6.2
너희들은 포위됐다	2014-6-12	10.3
너희들은 포위됐다	2014-6-18	10.5
너희들은 포위됐다	2014-6-19	11.6
너희들은 포위됐다	2014-6-25	12.2
너희들은 포위됐다	2014-6-26	13.1
너희들은 포위됐다	2014-7-2	11.2
너희들은 포위됐다	2014-7-3	12.0
너희들은 포위됐다	2014-7-9	10.8
너희들은 포위됐다	2014-7-10	11.5
너희들은 포위됐다	2014-7-16	11.2
너희들은 포위됐다	2014-7-17	14.2
괜찮아, 사랑이야	2014-7-23	9.8
괜찮아, 사랑이야	2014-7-24	11.2
괜찮아, 사랑이야	2014-7-30	9.4
괜찮아, 사랑이야	2014-7-31	10.5
