미스코리아	2014-1-16	7.9
미스코리아	2014-1-22	7.3
미스코리아	2014-1-23	6.8
미스코리아	2014-1-29	5.6
미스코리아	2014-1-30	8.9
미스코리아	2014-2-5	6.4
미스코리아	2014-2-6	7.5
미스코리아	2014-2-13	5.7
미스코리아	2014-2-19	6.8
미스코리아	2014-2-20	5.4
미스코리아	2014-2-26	5.5
앙큼한 돌싱녀	2014-2-27	5.1
앙큼한 돌싱녀	2014-3-5	8.1
앙큼한 돌싱녀	2014-3-6	7.8
앙큼한 돌싱녀	2014-3-12	8.0
앙큼한 돌싱녀	2014-3-13	7.9
앙큼한 돌싱녀	2014-3-19	8.1
앙큼한 돌싱녀	2014-3-20	7.8
앙큼한 돌싱녀	2014-3-26	8.5
앙큼한 돌싱녀	2014-3-27	7.9
앙큼한 돌싱녀	2014-4-2	7.7
앙큼한 돌싱녀	2014-4-3	8.7
앙큼한 돌싱녀	2014-4-9	9.2
앙큼한 돌싱녀	2014-4-10	9.1
앙큼한 돌싱녀	2014-4-23	7.8
앙큼한 돌싱녀	2014-4-24	7.5
개과천선	2014-4-30	6.3
개과천선	2014-5-1	6.3
개과천선	2014-5-7	7.6
개과천선	2014-5-8	7.5
개과천선	2014-5-14	8.5
개과천선	2014-5-15	7.0
개과천선	2014-5-21	8.4
개과천선	2014-5-22	8.2
개과천선	2014-5-29	7.8
개과천선	2014-6-5	7.6
개과천선	2014-6-11	9.3
개과천선	2014-6-12	8.6
개과천선	2014-6-18	8.0
개과천선	2014-6-19	7.0
개과천선	2014-6-25	8.0
개과천선	2014-6-26	7.8
운명처럼 널 사랑해	2014-7-2	6.0
운명처럼 널 사랑해	2014-7-3	6.2
운명처럼 널 사랑해	2014-7-9	8.8
운명처럼 널 사랑해	2014-7-10	7.9
운명처럼 널 사랑해	2014-7-16	9.1
운명처럼 널 사랑해	2014-7-17	9.6
운명처럼 널 사랑해	2014-7-23	9.6
운명처럼 널 사랑해	2014-7-24	10.6
운명처럼 널 사랑해	2014-7-30	9.4
운명처럼 널 사랑해	2014-7-31	8.9
